Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Group,Total_Engagement,Hashtag_List,Hashtag_Count,Word_Count,Character_Count,Continent
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,Excitement,2023-08-29 13:45:00,HackySackChampionHighSchool,Instagram,#HackySackChallenge #HighSchoolAthlete,26.0,48.0,Canada,2023,8,29,13,Happiness & Joy,74.0,"['#hackysackchallenge', '#highschoolathlete']",2,17,103,North America
Creating a secret handshake with friends. Friendship level: Expert!,Joy,2023-08-30 17:30:00,SecretHandshakeHighSchool,Facebook,#FriendshipGoals #HighSchoolMemories,20.0,40.0,USA,2023,8,30,17,Happiness & Joy,60.0,"['#friendshipgoals', '#highschoolmemories']",2,9,67,North America
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,2023-08-31 20:15:00,BurgerQuestHighSchool,Twitter,#BurgerQuest #HighSchoolFoodie,24.0,42.0,UK,2023,8,31,20,Happiness & Joy,66.0,"['#burgerquest', '#highschoolfoodie']",2,17,101,Europe
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,2023-09-01 14:45:00,ComedyGeniusHighSchool,Instagram,#StandUpComedy #HighSchoolTalent,21.0,39.0,Canada,2023,9,1,14,Happiness & Joy,60.0,"['#standupcomedy', '#highschooltalent']",2,15,93,North America
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,2023-09-02 18:30:00,LoveLetterBlunderHighSchool,Facebook,#LoveLetterFail #HighSchoolAwkward,17.0,33.0,USA,2023,9,2,18,Shame & Embarrassment,50.0,"['#loveletterfail', '#highschoolawkward']",2,14,91,North America
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,2023-09-03 22:00:00,ScienceExperimentProHighSchool,Twitter,#ScienceGeek #HighSchoolExperiments,23.0,44.0,UK,2023,9,3,22,Happiness & Joy,67.0,"['#sciencegeek', '#highschoolexperiments']",2,14,101,Europe
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,2023-09-04 15:15:00,BraceletCraftsmanHighSchool,Instagram,#FriendshipBracelets #HighSchoolCrafts,19.0,37.0,USA,2023,9,4,15,Happiness & Joy,56.0,"['#friendshipbracelets', '#highschoolcrafts']",2,12,93,North America
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,2023-09-05 12:30:00,CartwheelMasterHighSchool,Twitter,#CartwheelChallenge #HighSchoolAthlete,27.0,52.0,Canada,2023,9,5,12,Happiness & Joy,79.0,"['#cartwheelchallenge', '#highschoolathlete']",2,13,97,North America
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,2023-09-06 16:45:00,MovieMarathonHostHighSchool,Facebook,#MovieNight #HighSchoolMemories,22.0,43.0,UK,2023,9,6,16,Happiness & Joy,65.0,"['#movienight', '#highschoolmemories']",2,11,81,Europe
Experimenting with a new hair color. A bold change for a bold semester!,Excitement,2023-09-07 18:20:00,HairColorExperimentHighSchool,Instagram,#HairExperiment #HighSchoolStyle,20.0,39.0,USA,2023,9,7,18,Happiness & Joy,59.0,"['#hairexperiment', '#highschoolstyle']",2,13,71,North America
Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,2023-09-08 14:15:00,TimeCapsuleCreatorHighSchool,Facebook,#TimeCapsule #HighSchoolNostalgia,26.0,48.0,Canada,2023,9,8,14,Happiness & Joy,74.0,"['#timecapsule', '#highschoolnostalgia']",2,12,84,North America
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,2023-09-09 17:30:00,ClassroomBlunderHighSchool,Twitter,#FirstDayOops #HighSchoolEmbarrassment,16.0,32.0,USA,2023,9,9,17,Shame & Embarrassment,48.0,"['#firstdayoops', '#highschoolembarrassment']",2,14,95,North America
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,2023-09-10 20:45:00,SmoothieConnoisseurHighSchool,Instagram,#HealthyLiving #HighSchoolWellness,23.0,42.0,UK,2023,9,10,20,Happiness & Joy,65.0,"['#healthyliving', '#highschoolwellness']",2,17,96,Europe
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,2023-09-11 15:45:00,OverwhelmedHighSchoolStudent,Twitter,#SchoolChallenges #HighSchoolStruggles,15.0,28.0,USA,2023,9,11,15,Sadness & Loss,43.0,"['#schoolchallenges', '#highschoolstruggles']",2,14,92,North America
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,2023-09-12 12:30:00,DealingWithHateHighSchool,Instagram,#OnlineHate #HighSchoolReality,18.0,36.0,Canada,2023,9,12,12,Anger & Resentment,54.0,"['#onlinehate', '#highschoolreality']",2,12,87,North America
Had a bad day at school. Everything seems to be going wrong.,Bad,2023-09-13 16:45:00,ToughDayHighSchool,Facebook,#BadDay #HighSchoolBlues,20.0,40.0,UK,2023,9,13,16,Sadness & Loss,60.0,"['#badday', '#highschoolblues']",2,12,60,Europe
Feeling down after not making the sports team. Disappointment lingers.,Sad,2023-09-14 18:20:00,SportsTeamRejectionHighSchool,Twitter,#Disappointment #HighSchoolSports,17.0,34.0,USA,2023,9,14,18,Sadness & Loss,51.0,"['#disappointment', '#highschoolsports']",2,10,70,North America
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,2023-09-15 14:15:00,CafeteriaConflictHighSchool,Instagram,#CafeteriaDrama #HighSchoolTension,21.0,41.0,Canada,2023,9,15,14,Anger & Resentment,62.0,"['#cafeteriadrama', '#highschooltension']",2,11,77,North America
Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,2023-09-16 17:30:00,ProjectGradeDisappointmentHighSchool,Facebook,#AcademicFrustration #HighSchoolStress,19.0,38.0,UK,2023,9,16,17,Sadness & Loss,57.0,"['#academicfrustration', '#highschoolstress']",2,12,82,Europe
Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,2023-09-17 20:45:00,PersonalSetbackHighSchool,Twitter,#LifeChallenges #HighSchoolStruggles,22.0,44.0,USA,2023,9,17,20,Sadness & Loss,66.0,"['#lifechallenges', '#highschoolstruggles']",2,10,77,North America
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,2023-09-18 22:00:00,LonelySaturdayHighSchool,Instagram,#LonelyNights #HighSchoolEmotions,16.0,31.0,Canada,2023,9,18,22,Sadness & Loss,47.0,"['#lonelynights', '#highschoolemotions']",2,12,81,North America
Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,2023-09-19 15:15:00,CyberbullyingVictimHighSchool,Facebook,#StopCyberbullying #HighSchoolReality,14.0,27.0,UK,2023,9,19,15,Anger & Resentment,41.0,"['#stopcyberbullying', '#highschoolreality']",2,7,70,Europe
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,2023-09-20 12:30:00,RainyDayBluesHighSchool,Twitter,#BadLuck #HighSchoolWeather,18.0,35.0,USA,2023,9,20,12,Sadness & Loss,53.0,"['#badluck', '#highschoolweather']",2,14,87,North America
Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,2023-09-21 16:45:00,MissedOpportunityHighSchool,Instagram,#MissedChances #HighSchoolRegret,20.0,39.0,Canada,2023,9,21,16,Sadness & Loss,59.0,"['#missedchances', '#highschoolregret']",2,13,86,North America
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,2023-09-22 18:20:00,RumorVictimHighSchool,Facebook,#RumorMills #HighSchoolDrama,23.0,46.0,UK,2023,9,22,18,Anger & Resentment,69.0,"['#rumormills', '#highschooldrama']",2,12,85,Europe
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,2023-09-23 14:15:00,FlatTireWoesHighSchool,Twitter,#BadLuckDay #HighSchoolStruggles,25.0,50.0,USA,2023,9,23,14,Sadness & Loss,75.0,"['#badluckday', '#highschoolstruggles']",2,18,86,North America
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,2023-09-24 17:30:00,FriendMovingAwayHighSchool,Instagram,#SayingGoodbye #HighSchoolEmotions,21.0,42.0,Canada,2023,9,24,17,Sadness & Loss,63.0,"['#sayinggoodbye', '#highschoolemotions']",2,15,87,North America
Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,2023-09-25 20:45:00,CollegeRejectionHighSchool,Facebook,#CollegeDreams #HighSchoolJourney,19.0,37.0,UK,2023,9,25,20,Sadness & Loss,56.0,"['#collegedreams', '#highschooljourney']",2,13,90,Europe
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,2023-09-26 14:15:00,GamingToxicityHighSchool,Twitter,#OnlineGaming #HighSchoolGamer,16.0,32.0,USA,2023,9,26,14,Anger & Resentment,48.0,"['#onlinegaming', '#highschoolgamer']",2,13,88,North America
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,2023-09-27 17:30:00,BadHairDayBluesHighSchool,Instagram,#BadHairDay #HighSchoolConfidence,18.0,36.0,Canada,2023,9,27,17,Sadness & Loss,54.0,"['#badhairday', '#highschoolconfidence']",2,14,86,North America
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,2023-09-28 22:00:00,ProjectFailureDespairHighSchool,Facebook,#ProjectStruggles #HighSchoolHardships,21.0,41.0,UK,2023,9,28,22,Sadness & Loss,62.0,"['#projectstruggles', '#highschoolhardships']",2,17,93,Europe
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,2023-09-29 15:45:00,OpinionsHateHighSchool,Twitter,#OnlineOpinions #HighSchoolCriticism,24.0,48.0,USA,2023,9,29,15,Anger & Resentment,72.0,"['#onlineopinions', '#highschoolcriticism']",2,10,88,North America
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,2023-09-30 18:20:00,TechMalfunctionWoesHighSchool,Instagram,#TechIssues #HighSchoolTech,22.0,43.0,Canada,2023,9,30,18,Sadness & Loss,65.0,"['#techissues', '#highschooltech']",2,13,88,North America
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,2023-10-01 14:15:00,MissedEventBluesHighSchool,Facebook,#MissedMoments #HighSchoolRegret,20.0,39.0,UK,2023,10,1,14,Sadness & Loss,59.0,"['#missedmoments', '#highschoolregret']",2,15,99,Europe
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,2023-10-02 16:45:00,StudyTechniqueExperimentHighSchool,Instagram,#StudyStrategies #HighSchoolExams,23.0,42.0,USA,2023,10,2,16,Neutral / General,65.0,"['#studystrategies', '#highschoolexams']",2,13,93,North America
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,2023-10-03 12:30:00,CommunityCleanupHighSchool,Twitter,#EnvironmentalEfforts #HighSchoolCommunity,26.0,50.0,Canada,2023,10,3,12,Neutral / General,76.0,"['#environmentalefforts', '#highschoolcommunity']",2,12,99,North America
Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,2023-10-04 18:20:00,BookRecommendationsHighSchool,Facebook,#BookClub #HighSchoolReads,19.0,38.0,UK,2023,10,4,18,Neutral / General,57.0,"['#bookclub', '#highschoolreads']",2,11,81,Europe
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,2023-10-05 14:15:00,BakeSaleRecipeExperimentHighSchool,Instagram,#BakingAdventures #HighSchoolBakes,21.0,43.0,USA,2023,10,5,14,Neutral / General,64.0,"['#bakingadventures', '#highschoolbakes']",2,15,89,North America
Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,2023-10-06 17:30:00,SchoolProjectCollaborationHighSchool,Twitter,#Teamwork #HighSchoolProjects,18.0,36.0,Canada,2023,10,6,17,Neutral / General,54.0,"['#teamwork', '#highschoolprojects']",2,12,76,North America
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,2023-10-07 20:45:00,ExtracurricularExplorationHighSchool,Instagram,#SchoolClubs #HighSchoolInterests,22.0,45.0,UK,2023,10,7,20,Neutral / General,67.0,"['#schoolclubs', '#highschoolinterests']",2,13,97,Europe
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,2023-10-08 15:15:00,PartTimeJobExplorationHighSchool,Facebook,#CareerDevelopment #HighSchoolJobs,24.0,48.0,USA,2023,10,8,15,Neutral / General,72.0,"['#careerdevelopment', '#highschooljobs']",2,14,102,North America
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,2023-10-09 22:00:00,SchoolAssemblyParticipationHighSchool,Twitter,#SchoolEvents #HighSchoolConnectivity,20.0,40.0,Canada,2023,10,9,22,Neutral / General,60.0,"['#schoolevents', '#highschoolconnectivity']",2,17,127,North America
Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,2023-10-10 14:15:00,PhotographyHobbyHighSchool,Instagram,#PhotographyJourney #HighSchoolHobbies,25.0,49.0,UK,2023,10,10,14,Neutral / General,74.0,"['#photographyjourney', '#highschoolhobbies']",2,14,88,Europe
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,2023-10-11 16:45:00,ScienceFairParticipationHighSchool,Facebook,#ScienceFair #HighSchoolScience,19.0,37.0,USA,2023,10,11,16,Neutral / General,56.0,"['#sciencefair', '#highschoolscience']",2,14,94,North America
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,2023-10-12 18:20:00,TimeManagementWorkshopHighSchool,Twitter,#EfficiencyGoals #HighSchoolSkills,23.0,44.0,Canada,2023,10,12,18,Neutral / General,67.0,"['#efficiencygoals', '#highschoolskills']",2,13,98,North America
Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,2023-10-13 12:30:00,CharityEventVolunteerHighSchool,Instagram,#CommunityService #HighSchoolVolunteer,20.0,39.0,UK,2023,10,13,12,Neutral / General,59.0,"['#communityservice', '#highschoolvolunteer']",2,16,99,Europe
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,2023-10-14 17:30:00,GroupProjectCollaborationHighSchool,Facebook,#TeamSpirit #HighSchoolProjects,18.0,35.0,USA,2023,10,14,17,Neutral / General,53.0,"['#teamspirit', '#highschoolprojects']",2,15,105,North America
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,2023-10-15 20:45:00,DebateClubParticipationHighSchool,Twitter,#DebateSkills #HighSchoolIntellect,22.0,43.0,Canada,2023,10,15,20,Neutral / General,65.0,"['#debateskills', '#highschoolintellect']",2,16,122,North America
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,2023-10-16 15:45:00,BirthdaySurpriseHighSchool,Instagram,#SurpriseParty #HighSchoolCelebration,27.0,52.0,UK,2023,10,16,15,Happiness & Joy,79.0,"['#surpriseparty', '#highschoolcelebration']",2,14,94,Europe
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,2023-10-17 12:30:00,CodingSuccessHighSchool,Twitter,#CodingTriumph #HighSchoolTech,24.0,48.0,USA,2023,10,17,12,Happiness & Joy,72.0,"['#codingtriumph', '#highschooltech']",2,11,95,North America
Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,2023-10-18 16:45:00,TalentShowSupportHighSchool,Facebook,#TalentShow #HighSchoolEntertainment,19.0,38.0,Canada,2023,10,18,16,Happiness & Joy,57.0,"['#talentshow', '#highschoolentertainment']",2,14,96,North America
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",Happy,2023-10-19 18:20:00,WeekendHikeHighSchool,Instagram,#NatureAdventures #HighSchoolFriends,21.0,42.0,UK,2023,10,19,18,Happiness & Joy,63.0,"['#natureadventures', '#highschoolfriends']",2,15,93,Europe
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,2023-10-20 14:15:00,SportsVictoryHighSchool,Twitter,#SportsTriumph #HighSchoolAthletics,26.0,50.0,USA,2023,10,20,14,Happiness & Joy,76.0,"['#sportstriumph', '#highschoolathletics']",2,13,96,North America
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,2023-10-21 17:30:00,PenPalConnectionHighSchool,Facebook,#GlobalFriendship #HighSchoolCorrespondence,23.0,45.0,Canada,2023,10,21,17,Happiness & Joy,68.0,"['#globalfriendship', '#highschoolcorrespondence']",2,15,92,North America
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,2023-10-22 20:45:00,MuralCreationHighSchool,Instagram,#ArtCollaboration #HighSchoolCreativity,22.0,43.0,UK,2023,10,22,20,Happiness & Joy,65.0,"['#artcollaboration', '#highschoolcreativity']",2,14,98,Europe
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,2015-11-10 16:45:00,ArtExhibitionJoyHighSchool,Instagram,#ArtisticExpression #HighSchoolCreativity,23.0,44.0,USA,2015,11,10,16,Happiness & Joy,67.0,"['#artisticexpression', '#highschoolcreativity']",2,12,98,North America
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,2016-09-14 12:30:00,TrackFieldSuccessHighSchool,Twitter,#AthleticAchievement #HighSchoolSports,26.0,51.0,Canada,2016,9,14,12,Happiness & Joy,77.0,"['#athleticachievement', '#highschoolsports']",2,16,103,North America
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,2017-08-18 18:20:00,ScienceProjectSuccessHighSchool,Facebook,#ScienceFairWinner #HighSchoolScience,20.0,39.0,UK,2017,8,18,18,Happiness & Joy,59.0,"['#sciencefairwinner', '#highschoolscience']",2,16,109,Europe
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",Happy,2018-06-22 14:15:00,BirthdayPartyJoyHighSchool,Instagram,#SurpriseCelebration #HighSchoolFriendship,25.0,48.0,USA,2018,6,22,14,Happiness & Joy,73.0,"['#surprisecelebration', '#highschoolfriendship']",2,15,105,North America
